"date","nhs_region","variant","cases"
"2020-02-02","North West","Unclassified",0
"2020-02-03","East of England","Unclassified",0
"2020-02-03","London","Unclassified",0
"2020-02-03","North East and Yorkshire","Unclassified",0
"2020-02-03","South East","Unclassified",0
"2020-02-03","South West","Unclassified",0
"2020-02-05","South East","Unclassified",0
"2020-02-08","South East","Unclassified",0
"2020-02-09","South East","Unclassified",0
"2020-02-11","London","Unclassified",0
"2020-02-12","Midlands","Unclassified",0
"2020-02-21","London","VUI-22JAN-01",0
"2020-02-23","London","Unclassified",0
"2020-02-24","London","Unclassified",0
"2020-02-24","South East","Unclassified",0
"2020-02-25","Midlands","Unclassified",0
"2020-02-27","South East","Unclassified",0
"2020-02-28","East of England","Unclassified",0
"2020-02-28","Midlands","Unclassified",0
"2020-02-28","North East and Yorkshire","Unclassified",0
"2020-02-28","North West","Unclassified",0
"2020-02-28","South East","Unclassified",0
"2020-02-29","London","Unclassified",0
"2020-02-29","Midlands","Unclassified",0
"2020-03-01","East of England","Unclassified",0
"2020-03-01","London","Unclassified",0
"2020-03-01","Midlands","Unclassified",0
"2020-03-01","North East and Yorkshire","Unclassified",0
"2020-03-01","North West","Unclassified",0
"2020-03-01","South West","Unclassified",0
"2020-03-02","London","Unclassified",0
"2020-03-02","Midlands","Unclassified",0
"2020-03-02","North East and Yorkshire","Unclassified",0
"2020-03-02","North West","Unclassified",0
"2020-03-02","South East","Unclassified",0
"2020-03-02","South West","Unclassified",0
"2020-03-03","East of England","Unclassified",0
"2020-03-03","London","Unclassified",0
"2020-03-03","Midlands","Unclassified",0
"2020-03-03","North East and Yorkshire","Unclassified",0
"2020-03-03","North West","Unclassified",0
"2020-03-03","South East","Unclassified",0
"2020-03-03","South West","Unclassified",0
"2020-03-04","East of England","Unclassified",0
"2020-03-04","London","Unclassified",0
"2020-03-04","Midlands","Unclassified",0
"2020-03-04","North East and Yorkshire","Unclassified",0
"2020-03-04","North West","Unclassified",0
"2020-03-04","South East","Unclassified",0
"2020-03-04","South West","Unclassified",0
"2020-03-05","London","Unclassified",0
"2020-03-05","Midlands","Unclassified",0
"2020-03-05","North East and Yorkshire","Unclassified",0
"2020-03-05","North West","Unclassified",0
"2020-03-05","South East","Unclassified",0
"2020-03-05","South West","Unclassified",0
"2020-03-06","East of England","Unclassified",0
"2020-03-06","London","Unclassified",0
"2020-03-06","Midlands","Unclassified",0
"2020-03-06","North East and Yorkshire","Unclassified",0
"2020-03-06","North West","Unclassified",0
"2020-03-06","South East","Unclassified",0
"2020-03-06","South West","Unclassified",0
"2020-03-07","East of England","Unclassified",0
"2020-03-07","London","Unclassified",0
"2020-03-07","Midlands","Unclassified",0
"2020-03-07","North East and Yorkshire","Unclassified",0
"2020-03-07","North West","Unclassified",0
"2020-03-07","South East","Unclassified",0
"2020-03-07","South West","Unclassified",0
"2020-03-08","East of England","Unclassified",0
"2020-03-08","London","Unclassified",0
"2020-03-08","Midlands","Unclassified",0
"2020-03-08","North West","Unclassified",0
"2020-03-08","South East","Unclassified",0
"2020-03-08","South West","Unclassified",0
"2020-03-09","East of England","Unclassified",0
"2020-03-09","London","Unclassified",0
"2020-03-09","Midlands","Unclassified",0
"2020-03-09","North East and Yorkshire","Unclassified",0
"2020-03-09","North West","Unclassified",0
"2020-03-09","South East","Unclassified",0
"2020-03-09","South West","Unclassified",0
"2020-03-10","East of England","Unclassified",0
"2020-03-10","London","Unclassified",0
"2020-03-10","Midlands","Unclassified",0
"2020-03-10","North East and Yorkshire","Unclassified",0
"2020-03-10","North West","Unclassified",0
"2020-03-10","South East","Unclassified",0
"2020-03-10","South West","Unclassified",0
"2020-03-11","East of England","Unclassified",0
"2020-03-11","London","Unclassified",0
"2020-03-11","Midlands","Unclassified",0
"2020-03-11","North East and Yorkshire","Unclassified",0
"2020-03-11","North West","Unclassified",0
"2020-03-11","South East","Unclassified",0
"2020-03-11","South West","Unclassified",0
"2020-03-12","East of England","Unclassified",0
"2020-03-12","London","Unclassified",0
"2020-03-12","Midlands","Unclassified",0
"2020-03-12","Midlands","Undetermined",0
"2020-03-12","North East and Yorkshire","Unclassified",0
"2020-03-12","North West","Unclassified",0
"2020-03-12","South East","Unclassified",0
"2020-03-12","South West","Unclassified",0
"2020-03-13","East of England","Unclassified",0
"2020-03-13","London","Unclassified",0
"2020-03-13","Midlands","Unclassified",0
"2020-03-13","North East and Yorkshire","Unclassified",0
"2020-03-13","North West","Unclassified",0
"2020-03-13","South East","Unclassified",0
"2020-03-13","South West","Unclassified",0
"2020-03-14","East of England","Unclassified",0
"2020-03-14","London","Unclassified",0
"2020-03-14","Midlands","Unclassified",0
"2020-03-14","North East and Yorkshire","Unclassified",0
"2020-03-14","North West","Unclassified",0
"2020-03-14","South East","Unclassified",0
"2020-03-14","South West","Unclassified",0
"2020-03-15","East of England","Unclassified",0
"2020-03-15","London","Unclassified",0
"2020-03-15","Midlands","Unclassified",0
"2020-03-15","North East and Yorkshire","Unclassified",0
"2020-03-15","North West","Unclassified",0
"2020-03-15","South East","Unclassified",0
"2020-03-15","South West","Unclassified",0
"2020-03-16","East of England","Unclassified",0
"2020-03-16","London","Unclassified",0
"2020-03-16","Midlands","Unclassified",0
"2020-03-16","North East and Yorkshire","Unclassified",0
"2020-03-16","North West","Unclassified",0
"2020-03-16","South East","Unclassified",0
"2020-03-16","South West","Unclassified",0
"2020-03-17","East of England","Unclassified",0
"2020-03-17","London","Unclassified",0
"2020-03-17","Midlands","Unclassified",0
"2020-03-17","North East and Yorkshire","Unclassified",0
"2020-03-17","North East and Yorkshire","Undetermined",0
"2020-03-17","North West","Unclassified",0
"2020-03-17","South East","Unclassified",0
"2020-03-17","South West","Unclassified",0
"2020-03-18","East of England","Unclassified",0
"2020-03-18","London","Unclassified",0
"2020-03-18","Midlands","Unclassified",0
"2020-03-18","North East and Yorkshire","Unclassified",0
"2020-03-18","North West","Unclassified",0
"2020-03-18","North West","Undetermined",0
"2020-03-18","South East","Unclassified",0
"2020-03-18","South West","Unclassified",0
"2020-03-19","East of England","Unclassified",0
"2020-03-19","London","Unclassified",0
"2020-03-19","Midlands","Unclassified",0
"2020-03-19","North East and Yorkshire","Unclassified",0
"2020-03-19","North West","Unclassified",0
"2020-03-19","North West","Undetermined",0
"2020-03-19","South East","Unclassified",0
"2020-03-20","East of England","Unclassified",0
"2020-03-20","London","Unclassified",0
"2020-03-20","Midlands","Unclassified",0
"2020-03-20","North East and Yorkshire","Unclassified",0
"2020-03-20","North West","Unclassified",0
"2020-03-20","North West","Undetermined",0
"2020-03-20","South East","Unclassified",0
"2020-03-20","South West","Unclassified",0
"2020-03-21","East of England","Unclassified",0
"2020-03-21","London","Unclassified",0
"2020-03-21","Midlands","Unclassified",0
"2020-03-21","North East and Yorkshire","Unclassified",0
"2020-03-21","North West","Unclassified",0
"2020-03-21","South East","Unclassified",0
"2020-03-21","South West","Unclassified",0
"2020-03-22","East of England","Unclassified",0
"2020-03-22","London","Unclassified",0
"2020-03-22","London","Undetermined",0
"2020-03-22","Midlands","Unclassified",0
"2020-03-22","North East and Yorkshire","Unclassified",0
"2020-03-22","North West","Unclassified",0
"2020-03-22","South East","Unclassified",0
"2020-03-22","South East","Undetermined",0
"2020-03-22","South West","Unclassified",0
"2020-03-23","East of England","Unclassified",0
"2020-03-23","East of England","Undetermined",0
"2020-03-23","London","Unclassified",0
"2020-03-23","Midlands","Unclassified",0
"2020-03-23","North East and Yorkshire","Unclassified",0
"2020-03-23","North West","Unclassified",0
"2020-03-23","South East","Unclassified",0
"2020-03-23","South East","Undetermined",0
"2020-03-23","South West","Unclassified",0
"2020-03-24","East of England","Unclassified",0
"2020-03-24","London","Unclassified",0
"2020-03-24","London","Undetermined",0
"2020-03-24","Midlands","Unclassified",0
"2020-03-24","North East and Yorkshire","Unclassified",0
"2020-03-24","North West","Unclassified",0
"2020-03-24","South East","Unclassified",0
"2020-03-24","South West","Unclassified",0
"2020-03-25","East of England","Unclassified",0
"2020-03-25","London","Unclassified",0
"2020-03-25","Midlands","Unclassified",0
"2020-03-25","North East and Yorkshire","Unclassified",0
"2020-03-25","North West","Unclassified",0
"2020-03-25","South East","Unclassified",0
"2020-03-25","South East","Undetermined",0
"2020-03-25","South West","Unclassified",0
"2020-03-26","East of England","Unclassified",0
"2020-03-26","London","Unclassified",0
"2020-03-26","Midlands","Unclassified",0
"2020-03-26","North East and Yorkshire","Unclassified",0
"2020-03-26","North West","Unclassified",0
"2020-03-26","North West","Undetermined",0
"2020-03-26","South East","Unclassified",0
"2020-03-26","South West","Unclassified",0
"2020-03-27","East of England","Unclassified",0
"2020-03-27","London","Unclassified",0
"2020-03-27","Midlands","Unclassified",0
"2020-03-27","North East and Yorkshire","Unclassified",0
"2020-03-27","North West","Unclassified",0
"2020-03-27","South East","Unclassified",0
"2020-03-27","South West","Unclassified",0
"2020-03-28","East of England","Unclassified",0
"2020-03-28","London","Unclassified",0
"2020-03-28","Midlands","Unclassified",0
"2020-03-28","North East and Yorkshire","Unclassified",0
"2020-03-28","North West","Unclassified",0
"2020-03-28","South East","Unclassified",0
"2020-03-28","South East","Undetermined",0
"2020-03-28","South West","Unclassified",0
"2020-03-29","East of England","Unclassified",0
"2020-03-29","London","Unclassified",0
"2020-03-29","Midlands","Unclassified",0
"2020-03-29","North East and Yorkshire","Unclassified",0
"2020-03-29","North West","Unclassified",0
"2020-03-29","South East","Unclassified",0
"2020-03-29","South East","Undetermined",0
"2020-03-29","South West","Unclassified",0
"2020-03-30","East of England","Unclassified",0
"2020-03-30","London","Unclassified",0
"2020-03-30","London","Undetermined",0
"2020-03-30","Midlands","Unclassified",0
"2020-03-30","North East and Yorkshire","Unclassified",0
"2020-03-30","North West","Unclassified",0
"2020-03-30","South East","Unclassified",0
"2020-03-30","South East","Undetermined",0
"2020-03-30","South West","Unclassified",0
"2020-03-31","East of England","Unclassified",0
"2020-03-31","London","Unclassified",0
"2020-03-31","Midlands","Unclassified",0
"2020-03-31","North East and Yorkshire","Unclassified",0
"2020-03-31","North West","Unclassified",0
"2020-03-31","North West","Undetermined",0
"2020-03-31","South East","Unclassified",0
"2020-03-31","South East","Undetermined",0
"2020-03-31","South West","Unclassified",0
"2020-04-01","East of England","Unclassified",0
"2020-04-01","London","Unclassified",0
"2020-04-01","London","Undetermined",0
"2020-04-01","Midlands","Unclassified",0
"2020-04-01","North East and Yorkshire","Unclassified",0
"2020-04-01","North West","Unclassified",0
"2020-04-01","North West","Undetermined",0
"2020-04-01","South East","Unclassified",0
"2020-04-01","South East","Undetermined",0
"2020-04-01","South West","Unclassified",0
"2020-04-02","East of England","Unclassified",0
"2020-04-02","East of England","VOC-20DEC-01",0
"2020-04-02","London","Unclassified",0
"2020-04-02","Midlands","Unclassified",0
"2020-04-02","North East and Yorkshire","Unclassified",0
"2020-04-02","North West","Unclassified",0
"2020-04-02","South East","Unclassified",0
"2020-04-02","South East","Undetermined",0
"2020-04-02","South West","Unclassified",0
"2020-04-03","East of England","Unclassified",0
"2020-04-03","East of England","VOC-20DEC-01",0
"2020-04-03","London","Unclassified",0
"2020-04-03","Midlands","Unclassified",0
"2020-04-03","North East and Yorkshire","Unclassified",0
"2020-04-03","North West","Unclassified",0
"2020-04-03","North West","Undetermined",0
"2020-04-03","South East","Unclassified",0
"2020-04-03","South East","Undetermined",0
"2020-04-03","South West","Unclassified",0
"2020-04-04","East of England","Unclassified",0
"2020-04-04","East of England","Undetermined",0
"2020-04-04","London","Unclassified",0
"2020-04-04","Midlands","Unclassified",0
"2020-04-04","Midlands","VOC-20DEC-01",0
"2020-04-04","North East and Yorkshire","Unclassified",0
"2020-04-04","North West","Unclassified",0
"2020-04-04","South East","Unclassified",0
"2020-04-04","South East","Undetermined",0
"2020-04-04","South West","Unclassified",0
"2020-04-05","East of England","Unclassified",0
"2020-04-05","East of England","Undetermined",0
"2020-04-05","London","Unclassified",0
"2020-04-05","Midlands","Unclassified",0
"2020-04-05","Midlands","Undetermined",0
"2020-04-05","North East and Yorkshire","Unclassified",0
"2020-04-05","North West","Unclassified",0
"2020-04-05","South East","Unclassified",0
"2020-04-05","South East","Undetermined",0
"2020-04-05","South West","Unclassified",0
"2020-04-06","East of England","Unclassified",0
"2020-04-06","East of England","Undetermined",0
"2020-04-06","London","Unclassified",0
"2020-04-06","Midlands","Unclassified",0
"2020-04-06","Midlands","Undetermined",0
"2020-04-06","North East and Yorkshire","Unclassified",0
"2020-04-06","North West","Unclassified",0
"2020-04-06","South East","Unclassified",0
"2020-04-06","South East","Undetermined",0
"2020-04-06","South West","Unclassified",0
"2020-04-07","East of England","Unclassified",0
"2020-04-07","East of England","Undetermined",0
"2020-04-07","London","Unclassified",0
"2020-04-07","Midlands","Unclassified",0
"2020-04-07","North East and Yorkshire","Unclassified",0
"2020-04-07","North West","Unclassified",0
"2020-04-07","South East","Unclassified",0
"2020-04-07","South East","Undetermined",0
"2020-04-07","South West","Unclassified",0
"2020-04-08","East of England","Unclassified",0
"2020-04-08","London","Unclassified",0
"2020-04-08","Midlands","Unclassified",0
"2020-04-08","Midlands","Undetermined",0
"2020-04-08","North East and Yorkshire","Unclassified",0
"2020-04-08","North West","Unclassified",0
"2020-04-08","South East","Unclassified",0
"2020-04-08","South East","Undetermined",0
"2020-04-08","South West","Unclassified",0
"2020-04-08","South West","Undetermined",0
"2020-04-09","East of England","Unclassified",0
"2020-04-09","London","Unclassified",0
"2020-04-09","Midlands","Unclassified",0
"2020-04-09","North East and Yorkshire","Unclassified",0
"2020-04-09","North West","Unclassified",0
"2020-04-09","South East","Unclassified",0
"2020-04-09","South East","Undetermined",0
"2020-04-09","South West","Unclassified",0
"2020-04-10","East of England","Unclassified",0
"2020-04-10","London","Unclassified",0
"2020-04-10","Midlands","Unclassified",0
"2020-04-10","North East and Yorkshire","Unclassified",0
"2020-04-10","North West","Unclassified",0
"2020-04-10","South East","Unclassified",0
"2020-04-10","South East","Undetermined",0
"2020-04-10","South West","Unclassified",0
"2020-04-11","East of England","Unclassified",0
"2020-04-11","London","Unclassified",0
"2020-04-11","Midlands","Unclassified",0
"2020-04-11","Midlands","Undetermined",0
"2020-04-11","North East and Yorkshire","Unclassified",0
"2020-04-11","North West","Unclassified",0
"2020-04-11","South East","Unclassified",0
"2020-04-11","South East","Undetermined",0
"2020-04-11","South West","Unclassified",0
"2020-04-12","East of England","Unclassified",0
"2020-04-12","London","Unclassified",0
"2020-04-12","Midlands","Unclassified",0
"2020-04-12","North East and Yorkshire","Unclassified",0
"2020-04-12","North West","Unclassified",0
"2020-04-12","North West","Undetermined",0
"2020-04-12","South East","Unclassified",0
"2020-04-12","South East","Undetermined",0
"2020-04-12","South West","Unclassified",0
"2020-04-12","South West","Undetermined",0
"2020-04-13","East of England","Unclassified",0
"2020-04-13","London","Unclassified",0
"2020-04-13","Midlands","Unclassified",0
"2020-04-13","North East and Yorkshire","Unclassified",0
"2020-04-13","North West","Unclassified",0
"2020-04-13","South East","Unclassified",0
"2020-04-13","South East","Undetermined",0
"2020-04-13","South West","Unclassified",0
"2020-04-14","East of England","Unclassified",0
"2020-04-14","London","Unclassified",0
"2020-04-14","London","Undetermined",0
"2020-04-14","Midlands","Unclassified",0
"2020-04-14","North East and Yorkshire","Unclassified",0
"2020-04-14","North West","Unclassified",0
"2020-04-14","South East","Unclassified",0
"2020-04-14","South West","Unclassified",0
"2020-04-15","East of England","Unclassified",0
"2020-04-15","London","Unclassified",0
"2020-04-15","London","Undetermined",0
"2020-04-15","Midlands","Unclassified",0
"2020-04-15","North East and Yorkshire","Unclassified",0
"2020-04-15","North West","Unclassified",0
"2020-04-15","South East","Unclassified",0
"2020-04-15","South East","Undetermined",0
"2020-04-15","South West","Unclassified",0
"2020-04-16","East of England","Unclassified",0
"2020-04-16","London","Unclassified",0
"2020-04-16","London","Undetermined",0
"2020-04-16","Midlands","Unclassified",0
"2020-04-16","North East and Yorkshire","Unclassified",0
"2020-04-16","North West","Unclassified",0
"2020-04-16","South East","Unclassified",0
"2020-04-16","South East","Undetermined",0
"2020-04-16","South West","Unclassified",0
"2020-04-17","East of England","Unclassified",0
"2020-04-17","London","Unclassified",0
"2020-04-17","London","Undetermined",0
"2020-04-17","Midlands","Unclassified",0
"2020-04-17","North East and Yorkshire","Unclassified",0
"2020-04-17","North West","Unclassified",0
"2020-04-17","South East","Unclassified",0
"2020-04-17","South East","Undetermined",0
"2020-04-17","South West","Unclassified",0
"2020-04-18","East of England","Unclassified",0
"2020-04-18","London","Unclassified",0
"2020-04-18","Midlands","Unclassified",0
"2020-04-18","Midlands","Undetermined",0
"2020-04-18","North East and Yorkshire","Unclassified",0
"2020-04-18","North West","Unclassified",0
"2020-04-18","South East","Unclassified",0
"2020-04-18","South West","Unclassified",0
"2020-04-19","East of England","Unclassified",0
"2020-04-19","London","Unclassified",0
"2020-04-19","Midlands","Unclassified",0
"2020-04-19","North East and Yorkshire","Unclassified",0
"2020-04-19","North West","Unclassified",0
"2020-04-19","South East","Unclassified",0
"2020-04-19","South East","Undetermined",0
"2020-04-19","South West","Unclassified",0
"2020-04-20","East of England","Unclassified",0
"2020-04-20","East of England","Undetermined",0
"2020-04-20","London","Unclassified",0
"2020-04-20","Midlands","Unclassified",0
"2020-04-20","North East and Yorkshire","Unclassified",0
"2020-04-20","North West","Unclassified",0
"2020-04-20","South East","Unclassified",0
"2020-04-20","South East","Undetermined",0
"2020-04-20","South West","Unclassified",0
"2020-04-21","East of England","Unclassified",0
"2020-04-21","London","Unclassified",0
"2020-04-21","Midlands","Unclassified",0
"2020-04-21","Midlands","Undetermined",0
"2020-04-21","North East and Yorkshire","Unclassified",0
"2020-04-21","North West","Unclassified",0
"2020-04-21","South East","Unclassified",0
"2020-04-21","South East","Undetermined",0
"2020-04-21","South West","Unclassified",0
"2020-04-22","East of England","Unclassified",0
"2020-04-22","East of England","VOC-20DEC-01",0
"2020-04-22","London","Unclassified",0
"2020-04-22","Midlands","Unclassified",0
"2020-04-22","North East and Yorkshire","Unclassified",0
"2020-04-22","North West","Unclassified",0
"2020-04-22","South East","Unclassified",0
"2020-04-22","South East","Undetermined",0
"2020-04-22","South West","Unclassified",0
"2020-04-23","East of England","Unclassified",0
"2020-04-23","London","Unclassified",0
"2020-04-23","Midlands","Unclassified",0
"2020-04-23","North East and Yorkshire","Unclassified",0
"2020-04-23","North West","Unclassified",0
"2020-04-23","South East","Unclassified",0
"2020-04-23","South East","Undetermined",0
"2020-04-23","South West","Unclassified",0
"2020-04-24","East of England","Unclassified",0
"2020-04-24","London","Unclassified",0
"2020-04-24","London","Undetermined",0
"2020-04-24","Midlands","Unclassified",0
"2020-04-24","North East and Yorkshire","Unclassified",0
"2020-04-24","North East and Yorkshire","Undetermined",0
"2020-04-24","North West","Unclassified",0
"2020-04-24","South East","Unclassified",0
"2020-04-24","South East","Undetermined",0
"2020-04-24","South West","Unclassified",0
"2020-04-25","East of England","Unclassified",0
"2020-04-25","London","Unclassified",0
"2020-04-25","London","Undetermined",0
"2020-04-25","Midlands","Unclassified",0
"2020-04-25","Midlands","Undetermined",0
"2020-04-25","North East and Yorkshire","Unclassified",0
"2020-04-25","North West","Unclassified",0
"2020-04-25","South East","Unclassified",0
"2020-04-25","South East","Undetermined",0
"2020-04-25","South West","Unclassified",0
"2020-04-26","East of England","Unclassified",0
"2020-04-26","London","Unclassified",0
"2020-04-26","Midlands","Unclassified",0
"2020-04-26","North East and Yorkshire","Unclassified",0
"2020-04-26","North East and Yorkshire","VOC-20DEC-01",0
"2020-04-26","North West","Unclassified",0
"2020-04-26","South East","Unclassified",0
"2020-04-26","South East","Undetermined",0
"2020-04-26","South West","Unclassified",0
"2020-04-27","East of England","Unclassified",0
"2020-04-27","East of England","Undetermined",0
"2020-04-27","London","Unclassified",0
"2020-04-27","Midlands","Unclassified",0
"2020-04-27","North East and Yorkshire","Unclassified",0
"2020-04-27","North West","Unclassified",0
"2020-04-27","South East","Unclassified",0
"2020-04-27","South East","Undetermined",0
"2020-04-27","South West","Unclassified",0
"2020-04-28","East of England","Unclassified",0
"2020-04-28","East of England","Undetermined",0
"2020-04-28","London","Unclassified",0
"2020-04-28","London","Undetermined",0
"2020-04-28","Midlands","Unclassified",0
"2020-04-28","North East and Yorkshire","Unclassified",0
"2020-04-28","North West","Unclassified",0
"2020-04-28","South East","Unclassified",0
"2020-04-28","South East","Undetermined",0
"2020-04-28","South West","Unclassified",0
"2020-04-29","East of England","Unclassified",0
"2020-04-29","London","Unclassified",0
"2020-04-29","London","Undetermined",0
"2020-04-29","Midlands","Unclassified",0
"2020-04-29","North East and Yorkshire","Unclassified",0
"2020-04-29","North West","Unclassified",0
"2020-04-29","South East","Unclassified",0
"2020-04-29","South West","Unclassified",0
"2020-04-30","East of England","Unclassified",0
"2020-04-30","East of England","Undetermined",0
"2020-04-30","London","Unclassified",0
"2020-04-30","Midlands","Unclassified",0
"2020-04-30","North East and Yorkshire","Unclassified",0
"2020-04-30","North West","Unclassified",0
"2020-04-30","South East","Unclassified",0
"2020-04-30","South West","Unclassified",0
"2020-05-01","East of England","Unclassified",0
"2020-05-01","London","Unclassified",0
"2020-05-01","London","Undetermined",0
"2020-05-01","Midlands","Unclassified",0
"2020-05-01","North East and Yorkshire","Unclassified",0
"2020-05-01","North West","Unclassified",0
"2020-05-01","South East","Unclassified",0
"2020-05-01","South East","Undetermined",0
"2020-05-01","South West","Unclassified",0
"2020-05-02","East of England","Unclassified",0
"2020-05-02","London","Unclassified",0
"2020-05-02","Midlands","Unclassified",0
"2020-05-02","North East and Yorkshire","Unclassified",0
"2020-05-02","North West","Unclassified",0
"2020-05-02","South East","Unclassified",0
"2020-05-02","South East","Undetermined",0
"2020-05-02","South West","Unclassified",0
"2020-05-03","East of England","Unclassified",0
"2020-05-03","East of England","Undetermined",0
"2020-05-03","London","Unclassified",0
"2020-05-03","Midlands","Unclassified",0
"2020-05-03","North East and Yorkshire","Unclassified",0
"2020-05-03","North West","Unclassified",0
"2020-05-03","South East","Unclassified",0
"2020-05-03","South West","Unclassified",0
"2020-05-04","East of England","Unclassified",0
"2020-05-04","London","Unclassified",0
"2020-05-04","Midlands","Unclassified",0
"2020-05-04","North East and Yorkshire","Unclassified",0
"2020-05-04","North West","Unclassified",0
"2020-05-04","South East","Unclassified",0
"2020-05-04","South West","Unclassified",0
"2020-05-05","East of England","Unclassified",0
"2020-05-05","East of England","Undetermined",0
"2020-05-05","London","Unclassified",0
"2020-05-05","London","Undetermined",0
"2020-05-05","Midlands","Unclassified",0
"2020-05-05","North East and Yorkshire","Unclassified",0
"2020-05-05","North West","Unclassified",0
"2020-05-05","South East","Unclassified",0
"2020-05-05","South East","Undetermined",0
"2020-05-05","South West","Unclassified",0
"2020-05-06","East of England","Unclassified",0
"2020-05-06","London","Unclassified",0
"2020-05-06","Midlands","Unclassified",0
"2020-05-06","North East and Yorkshire","Unclassified",0
"2020-05-06","North West","Unclassified",0
"2020-05-06","South East","Unclassified",0
"2020-05-06","South West","Unclassified",0
"2020-05-07","East of England","Unclassified",0
"2020-05-07","East of England","Undetermined",0
"2020-05-07","London","Unclassified",0
"2020-05-07","Midlands","Unclassified",0
"2020-05-07","North East and Yorkshire","Unclassified",0
"2020-05-07","North West","Unclassified",0
"2020-05-07","South East","Unclassified",0
"2020-05-07","South East","Undetermined",0
"2020-05-07","South West","Unclassified",0
"2020-05-08","East of England","Unclassified",0
"2020-05-08","London","Unclassified",0
"2020-05-08","Midlands","Unclassified",0
"2020-05-08","North East and Yorkshire","Unclassified",0
"2020-05-08","North West","Unclassified",0
"2020-05-08","South East","Unclassified",0
"2020-05-08","South West","Unclassified",0
"2020-05-09","East of England","Unclassified",0
"2020-05-09","London","Unclassified",0
"2020-05-09","Midlands","Unclassified",0
"2020-05-09","North East and Yorkshire","Unclassified",0
"2020-05-09","North East and Yorkshire","Undetermined",0
"2020-05-09","North West","Unclassified",0
"2020-05-09","South East","Unclassified",0
"2020-05-09","South West","Unclassified",0
"2020-05-10","East of England","Unclassified",0
"2020-05-10","Midlands","Unclassified",0
"2020-05-10","North East and Yorkshire","Unclassified",0
"2020-05-10","North West","Unclassified",0
"2020-05-10","South East","Unclassified",0
"2020-05-10","South West","Unclassified",0
"2020-05-11","East of England","Unclassified",0
"2020-05-11","London","Unclassified",0
"2020-05-11","Midlands","Unclassified",0
"2020-05-11","North East and Yorkshire","Unclassified",0
"2020-05-11","North West","Unclassified",0
"2020-05-11","South East","Unclassified",0
"2020-05-11","South East","Undetermined",0
"2020-05-11","South West","Unclassified",0
"2020-05-12","East of England","Unclassified",0
"2020-05-12","London","Unclassified",0
"2020-05-12","Midlands","Unclassified",0
"2020-05-12","North East and Yorkshire","Unclassified",0
"2020-05-12","North West","Unclassified",0
"2020-05-12","South East","Unclassified",0
"2020-05-12","South West","Unclassified",0
"2020-05-13","East of England","Unclassified",0
"2020-05-13","London","Unclassified",0
"2020-05-13","Midlands","Unclassified",0
"2020-05-13","North East and Yorkshire","Unclassified",0
"2020-05-13","North West","Unclassified",0
"2020-05-13","North West","Undetermined",0
"2020-05-13","South East","Unclassified",0
"2020-05-13","South West","Unclassified",0
"2020-05-14","East of England","Unclassified",0
"2020-05-14","Midlands","Unclassified",0
"2020-05-14","North East and Yorkshire","Unclassified",0
"2020-05-14","North West","Unclassified",0
"2020-05-14","South East","Unclassified",0
"2020-05-14","South East","Undetermined",0
"2020-05-14","South West","Unclassified",0
"2020-05-15","East of England","Unclassified",0
"2020-05-15","London","Unclassified",0
"2020-05-15","Midlands","Unclassified",0
"2020-05-15","North East and Yorkshire","Unclassified",0
"2020-05-15","North West","Unclassified",0
"2020-05-15","South East","Unclassified",0
"2020-05-15","South East","Undetermined",0
"2020-05-15","South West","Unclassified",0
"2020-05-16","East of England","Unclassified",0
"2020-05-16","London","Unclassified",0
"2020-05-16","Midlands","Unclassified",0
"2020-05-16","North East and Yorkshire","Unclassified",0
"2020-05-16","North West","Unclassified",0
"2020-05-16","South East","Unclassified",0
"2020-05-16","South West","Unclassified",0
"2020-05-17","East of England","Unclassified",0
"2020-05-17","London","Unclassified",0
"2020-05-17","Midlands","Unclassified",0
"2020-05-17","North East and Yorkshire","Unclassified",0
"2020-05-17","North West","Unclassified",0
"2020-05-17","South East","Unclassified",0
"2020-05-17","South East","Undetermined",0
"2020-05-17","South West","Unclassified",0
"2020-05-18","East of England","Unclassified",0
"2020-05-18","Midlands","Unclassified",0
"2020-05-18","North East and Yorkshire","Unclassified",0
"2020-05-18","North West","Unclassified",0
"2020-05-18","North West","Undetermined",0
"2020-05-18","South East","Unclassified",0
"2020-05-18","South West","Unclassified",0
"2020-05-19","East of England","Unclassified",0
"2020-05-19","London","Unclassified",0
"2020-05-19","Midlands","Unclassified",0
"2020-05-19","North East and Yorkshire","Unclassified",0
"2020-05-19","North West","Unclassified",0
"2020-05-19","South East","Unclassified",0
"2020-05-19","South West","Unclassified",0
"2020-05-20","East of England","Unclassified",0
"2020-05-20","London","Unclassified",0
"2020-05-20","Midlands","Unclassified",0
"2020-05-20","North East and Yorkshire","Unclassified",0
"2020-05-20","North West","Unclassified",0
"2020-05-20","South East","Unclassified",0
"2020-05-20","South West","Unclassified",0
"2020-05-20","South West","Undetermined",0
"2020-05-21","East of England","Unclassified",0
"2020-05-21","London","Unclassified",0
"2020-05-21","Midlands","Unclassified",0
"2020-05-21","North East and Yorkshire","Unclassified",0
"2020-05-21","North West","Unclassified",0
"2020-05-21","South East","Unclassified",0
"2020-05-21","South West","Unclassified",0
"2020-05-22","East of England","Unclassified",0
"2020-05-22","Midlands","Unclassified",0
"2020-05-22","North East and Yorkshire","Unclassified",0
"2020-05-22","North West","Unclassified",0
"2020-05-22","South East","Unclassified",0
